age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
25,?,33863.0,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
49,Private,255191.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
54,Private,125550.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
45,Self-emp-not-inc,125000.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
27,Self-emp-inc,270889.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,99999,0,40,United-States,>50K
42,Self-emp-not-inc,384651.0,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,168412.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Poland,>50K
37,Private,114020.0,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,170050.0,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,176321.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
25,Private,392100.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
17,Private,180667.0,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
48,?,160178.0,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,357283.0,HS-grad,9,Divorced,Sales,Own-child,Black,Male,0,0,60,United-States,<=50K
48,Private,199067.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
48,Private,182615.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,?,45607.0,Assoc-voc,11,Never-married,?,Not-in-family,White,Female,0,0,6,United-States,<=50K
18,?,258761.0,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,198729.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,?,<=50K
41,Private,272476.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
24,Private,394927.0,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
47,Private,154940.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,38,United-States,<=50K
31,Self-emp-not-inc,180985.0,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,52,United-States,<=50K
35,Self-emp-not-inc,229716.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
37,Self-emp-not-inc,246391.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
81,?,211391.0,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,45,United-States,<=50K
22,Private,400845.0,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,48520.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
46,Private,216933.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
38,Private,47932.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
37,Private,205844.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K
32,Private,53942.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
30,Private,609789.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
43,Private,213643.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
30,Private,703107.0,12th,8,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,50,United-States,<=50K
52,Private,183898.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Germany,<=50K
38,Private,84790.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
65,Private,215790.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
32,Private,101747.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
29,Federal-gov,134906.0,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,268952.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,2002,55,United-States,<=50K
39,Private,118161.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,211743.0,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,37,United-States,<=50K
38,Private,121523.0,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,254303.0,11th,7,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,193494.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,188568.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
23,Private,332931.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
40,Private,31023.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
49,Private,216924.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50K
43,Private,224209.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Private,122493.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,State-gov,271594.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
59,Private,229272.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Haiti,<=50K
52,Private,163985.0,HS-grad,9,Married-spouse-absent,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K
44,State-gov,199590.0,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,1672,40,Mexico,<=50K
27,Private,250662.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,282549.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,296982.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
53,Self-emp-not-inc,245487.0,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,>50K
52,Private,147500.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
47,Private,181091.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
25,Private,35945.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,38,United-States,>50K
27,Private,54826.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,501622.0,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
18,Private,128092.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,28,United-States,<=50K
32,Private,401690.0,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Mexico,<=50K
40,Private,118358.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
21,?,106889.0,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K
55,Private,171337.0,Bachelors,13,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
46,Private,483530.0,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
23,Private,252506.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,43,United-States,<=50K
39,Private,291968.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,State-gov,174486.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,<=50K
65,Private,268700.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,70,United-States,>50K
41,Local-gov,182117.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,50,United-States,>50K
36,Private,306747.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,49,United-States,>50K
40,Private,308051.0,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,255191.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,88913.0,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
50,Private,191982.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
26,Private,200973.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
43,Federal-gov,113511.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,197752.0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,Private,392886.0,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,52,United-States,<=50K
39,Private,223637.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
31,Private,168981.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
18,?,126446.0,Assoc-acdm,12,Never-married,?,Not-in-family,White,Male,0,0,35,United-States,<=50K
40,Private,129573.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
27,?,117906.0,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
50,Private,50402.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
46,Private,201764.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
46,?,194809.0,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K
61,Private,254907.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
64,Private,345969.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,153522.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,176716.0,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,29617.0,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
21,Private,54257.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
24,State-gov,218407.0,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,15,Cuba,<=50K
52,Private,155489.0,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Female,0,0,50,United-States,<=50K
21,Private,180695.0,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K
38,Private,89146.0,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
28,Private,236242.0,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
34,Private,115215.0,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,194034.0,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
36,Private,105044.0,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
51,Private,180288.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,Puerto-Rico,<=50K
29,State-gov,33494.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,>50K
23,Private,189811.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
24,State-gov,30771.0,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
44,Private,291407.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,89735.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,46,United-States,>50K
50,Private,201375.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1887,40,United-States,>50K
40,Private,88368.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,40,United-States,>50K
62,Private,103236.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,<=50K
24,Private,122076.0,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
28,Private,176716.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
25,Private,59583.0,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,44,United-States,<=50K
59,Self-emp-inc,183958.0,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K
25,Private,429426.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,45,United-States,<=50K
34,Private,382738.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,129624.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,60,?,<=50K
17,Private,173851.0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,20,United-States,<=50K
48,Federal-gov,159247.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
19,Private,132728.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,65,United-States,<=50K
26,Private,232475.0,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,35,United-States,>50K
31,Private,204226.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,15024,0,40,United-States,>50K
42,Private,220124.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
30,Private,82998.0,HS-grad,9,Never-married,Tech-support,Unmarried,White,Female,0,0,48,United-States,<=50K
24,Private,199591.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,?,<=50K
48,Self-emp-inc,361888.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
26,Private,299813.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Dominican-Republic,<=50K
28,Self-emp-inc,394927.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,182771.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,20,Philippines,<=50K
32,Private,348152.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
54,Private,96468.0,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,99999,0,40,United-States,>50K
23,?,188069.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
64,Private,244691.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,101265.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
30,Private,131979.0,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
48,Private,386773.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
19,Private,276540.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
38,Private,365640.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,?,<=50K
36,Private,208657.0,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K
30,Federal-gov,342906.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
45,State-gov,154949.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1672,20,United-States,<=50K
33,Self-emp-inc,33863.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
46,Private,214120.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,2415,60,United-States,>50K
39,Private,196386.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,El-Salvador,<=50K
57,Private,159755.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,<=50K
50,Private,118506.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
32,Self-emp-not-inc,149102.0,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,Poland,<=50K
23,Private,36781.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
30,Private,118806.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Columbia,<=50K
27,Private,176756.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,14084,0,40,United-States,>50K
64,Self-emp-not-inc,428350.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
25,Private,257855.0,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
51,Self-emp-inc,241998.0,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
52,Private,220429.0,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
30,Local-gov,51100.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
22,Private,312088.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
44,Private,210750.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,193882.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,199158.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
27,Private,171467.0,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
50,Local-gov,113099.0,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,United-States,<=50K
42,Federal-gov,268281.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
33,Self-emp-not-inc,146042.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
32,Self-emp-not-inc,302422.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
36,Self-emp-not-inc,147258.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
